transaction_id,customer_id,timestamp,type,merchant_category,amount,is_fraud
TX0001502,cust_0211,2024-06-27T01:02:00,payment,travel,845.92,0
TX0001503,cust_0353,2024-04-07T03:31:00,withdrawal,grocery,226.18,0
TX0001504,cust_0026,2024-06-21T12:57:00,withdrawal,grocery,609.82,0
TX0001505,cust_0328,2024-06-26T14:27:00,purchase,utilities,238.3,0
TX0001506,cust_0520,2024-06-12T02:35:00,transfer,entertainment,500.26,0
TX0001507,cust_0297,2024-05-01T09:40:00,transfer,utilities,1454.56,0
TX0001508,cust_0151,2024-03-02T15:44:00,transfer,entertainment,1200.37,0
TX0001509,cust_0706,2024-01-26T09:08:00,withdrawal,electronics,172.91,0
TX0001510,cust_0695,2024-04-22T09:59:00,payment,entertainment,828.69,0
TX0001511,cust_0226,2024-04-20T17:03:00,payment,electronics,671.73,0
TX0001512,cust_0598,2024-02-05T15:05:00,transfer,travel,792.02,0
TX0001513,cust_0024,2024-05-02T06:04:00,purchase,healthcare,129.97,0
TX0001514,cust_0090,2024-02-27T20:18:00,withdrawal,entertainment,1463.88,0
TX0001515,cust_0524,2024-03-13T08:57:00,purchase,travel,1415.39,0
TX0001516,cust_0152,2024-03-08T20:55:00,withdrawal,entertainment,1075.37,0
TX0001517,cust_0013,2024-06-08T03:52:00,withdrawal,entertainment,430.55,0
TX0001518,cust_0575,2024-05-14T23:47:00,transfer,entertainment,135.96,0
TX0001519,cust_0454,2024-05-12T15:19:00,purchase,entertainment,436.51,0
TX0001520,cust_0425,2024-01-27T03:34:00,withdrawal,electronics,213.65,0
TX0001521,cust_0213,2024-06-28T14:41:00,purchase,utilities,458.33,0
TX0001522,cust_0344,2024-01-17T02:26:00,purchase,entertainment,103.84,0
TX0001523,cust_0007,2024-02-01T20:07:00,purchase,entertainment,617.14,0
TX0001524,cust_0728,2024-02-03T20:40:00,purchase,grocery,854.03,0
TX0001525,cust_0391,2024-05-31T22:21:00,withdrawal,travel,437.75,0
TX0001526,cust_0600,2024-02-10T20:56:00,withdrawal,entertainment,459.35,0
TX0001527,cust_0028,2024-06-23T00:56:00,payment,travel,1187.87,0
TX0001528,cust_0652,2024-03-16T22:35:00,transfer,travel,711.45,0
TX0001529,cust_0184,2024-01-06T04:16:00,transfer,grocery,740.37,0
TX0001530,cust_0123,2024-04-19T00:35:00,withdrawal,electronics,1148.25,0
TX0001531,cust_0764,2024-06-07T01:51:00,withdrawal,entertainment,545.83,0
TX0001532,cust_0265,2024-05-28T23:07:00,withdrawal,healthcare,943.85,0
TX0001533,cust_0123,2024-06-02T21:05:00,transfer,electronics,562.94,0
TX0001534,cust_0266,2024-03-24T22:19:00,payment,travel,248.46,0
TX0001535,cust_0710,2024-03-06T17:56:00,payment,travel,207.57,0
TX0001536,cust_0430,2024-02-22T18:24:00,purchase,electronics,956.19,0
TX0001537,cust_0655,2024-02-03T08:37:00,withdrawal,healthcare,1404.79,0
TX0001538,cust_0614,2024-05-30T12:26:00,withdrawal,travel,1130.18,0
TX0001539,cust_0702,2024-05-05T07:25:00,payment,healthcare,1200.82,0
TX0001540,cust_0372,2024-01-03T08:21:00,withdrawal,grocery,148.27,0
TX0001541,cust_0141,2024-03-16T00:01:00,withdrawal,entertainment,779.67,0
TX0001542,cust_0349,2024-01-29T03:15:00,payment,grocery,1381.76,0
TX0001543,cust_0193,2024-05-31T08:30:00,withdrawal,healthcare,1193.68,0
TX0001544,cust_0539,2024-05-17T16:21:00,transfer,healthcare,1269.87,0
TX0001545,cust_0117,2024-05-29T01:35:00,purchase,electronics,628.93,0
TX0001546,cust_0135,2024-05-05T19:14:00,withdrawal,travel,1385.5,0
TX0001547,cust_0372,2024-04-05T05:33:00,withdrawal,utilities,212.83,0
TX0001548,cust_0782,2024-01-06T05:39:00,payment,travel,1455.32,0
TX0001549,cust_0122,2024-05-05T06:07:00,purchase,grocery,337.42,0
TX0001550,cust_0233,2024-03-18T08:00:00,payment,electronics,464.61,0
TX0001551,cust_0708,2024-05-21T00:40:00,payment,electronics,1145.72,0
TX0001552,cust_0496,2024-01-06T23:16:00,payment,electronics,1137.21,0
TX0001553,cust_0676,2024-06-14T09:25:00,payment,electronics,772.65,0
TX0001554,cust_0260,2024-05-17T08:40:00,payment,electronics,69.71,0
TX0001555,cust_0099,2024-04-16T23:16:00,purchase,grocery,1174.64,0
TX0001556,cust_0205,2024-01-27T11:56:00,withdrawal,electronics,281.25,0
TX0001557,cust_0765,2024-03-05T02:47:00,purchase,travel,1413.06,0
TX0001558,cust_0165,2024-02-14T00:32:00,transfer,utilities,1283.43,0
TX0001559,cust_0518,2024-05-18T22:39:00,payment,utilities,1684.3,1
TX0001560,cust_0197,2024-01-01T18:54:00,payment,utilities,1446.57,0
TX0001561,cust_0102,2024-03-27T10:03:00,purchase,healthcare,1386.73,0
TX0001562,cust_0376,2024-06-23T08:27:00,payment,healthcare,1048.71,0
TX0001563,cust_0110,2024-03-18T04:53:00,withdrawal,entertainment,275.37,0
TX0001564,cust_0220,2024-01-23T12:05:00,withdrawal,travel,773.81,0
TX0001565,cust_0478,2024-05-08T07:00:00,payment,travel,169.92,0
TX0001566,cust_0296,2024-03-30T21:03:00,payment,travel,837.91,0
TX0001567,cust_0119,2024-02-26T19:10:00,withdrawal,healthcare,580.25,0
TX0001568,cust_0704,2024-03-15T03:26:00,withdrawal,utilities,1464.39,0
TX0001569,cust_0298,2024-06-11T21:14:00,withdrawal,electronics,1477.52,0
TX0001570,cust_0488,2024-05-02T17:26:00,withdrawal,electronics,1408.93,0
TX0001571,cust_0504,2024-04-29T21:14:00,withdrawal,utilities,1009.78,0
TX0001572,cust_0693,2024-05-06T12:39:00,payment,entertainment,132.08,0
TX0001573,cust_0105,2024-01-12T18:43:00,purchase,grocery,1113.44,0
TX0001574,cust_0204,2024-01-23T08:21:00,withdrawal,entertainment,511.25,0
TX0001575,cust_0435,2024-05-19T10:35:00,payment,healthcare,1089.17,0
TX0001576,cust_0596,2024-06-20T17:00:00,transfer,healthcare,892.51,0
TX0001577,cust_0410,2024-06-28T18:33:00,transfer,entertainment,537.37,0
TX0001578,cust_0497,2024-01-20T16:01:00,payment,entertainment,769.56,0
TX0001579,cust_0126,2024-06-20T13:25:00,withdrawal,healthcare,379.78,0
TX0001580,cust_0138,2024-03-31T16:23:00,transfer,electronics,49.44,0
TX0001581,cust_0695,2024-05-03T15:29:00,payment,utilities,44.99,0
TX0001582,cust_0335,2024-05-18T09:14:00,transfer,electronics,233.34,0
TX0001583,cust_0079,2024-05-24T07:29:00,withdrawal,entertainment,993.32,0
TX0001584,cust_0478,2024-04-01T21:28:00,transfer,entertainment,306.89,0
TX0001585,cust_0268,2024-04-09T12:13:00,purchase,utilities,815.94,0
TX0001586,cust_0019,2024-06-09T05:19:00,payment,entertainment,1429.11,0
TX0001587,cust_0122,2024-03-21T13:33:00,payment,entertainment,578.53,0
TX0001588,cust_0471,2024-06-05T14:58:00,payment,healthcare,58.79,0
TX0001589,cust_0724,2024-05-10T07:02:00,withdrawal,travel,250.4,0
TX0001590,cust_0399,2024-03-30T07:15:00,payment,healthcare,733.75,0
TX0001591,cust_0676,2024-03-27T15:17:00,withdrawal,entertainment,832.91,0
TX0001592,cust_0576,2024-02-17T22:46:00,withdrawal,entertainment,1282.26,0
TX0001593,cust_0507,2024-03-05T05:14:00,withdrawal,healthcare,888.61,0
TX0001594,cust_0785,2024-04-17T11:46:00,payment,electronics,1466.79,0
TX0001595,cust_0047,2024-04-16T07:23:00,withdrawal,healthcare,196.66,0
TX0001596,cust_0028,2024-01-18T17:19:00,transfer,entertainment,1148.97,0
TX0001597,cust_0366,2024-02-15T01:50:00,payment,grocery,620.83,0
TX0001598,cust_0241,2024-01-12T22:10:00,withdrawal,healthcare,973.88,0
TX0001599,cust_0313,2024-02-29T08:49:00,payment,utilities,176.13,0
TX0001600,cust_0039,2024-04-03T17:01:00,purchase,utilities,694.06,0
TX0001601,cust_0432,2024-01-05T01:09:00,transfer,utilities,403.6,0
TX0001602,cust_0325,2024-01-18T18:58:00,withdrawal,utilities,569.72,0
TX0001603,cust_0501,2024-03-31T10:15:00,transfer,travel,154.58,0
TX0001604,cust_0515,2024-04-21T22:13:00,transfer,grocery,1218.13,0
TX0001605,cust_0307,2024-04-25T16:17:00,withdrawal,entertainment,548.18,0
TX0001606,cust_0078,2024-02-18T06:28:00,withdrawal,travel,1261.37,0
TX0001607,cust_0049,2024-04-23T16:47:00,withdrawal,grocery,449.49,0
TX0001608,cust_0761,2024-01-18T05:53:00,transfer,utilities,1437.12,0
TX0001609,cust_0607,2024-03-27T12:28:00,payment,utilities,508.57,0
TX0001610,cust_0438,2024-05-29T22:58:00,transfer,healthcare,318.56,0
TX0001611,cust_0310,2024-04-08T07:04:00,payment,healthcare,759.44,0
TX0001612,cust_0321,2024-04-03T19:40:00,withdrawal,utilities,304.12,0
TX0001613,cust_0465,2024-04-24T07:05:00,withdrawal,electronics,1008.98,0
TX0001614,cust_0721,2024-02-08T18:24:00,payment,entertainment,776.76,0
TX0001615,cust_0677,2024-02-18T18:37:00,transfer,entertainment,1443.37,0
TX0001616,cust_0654,2024-06-19T03:29:00,transfer,entertainment,801.42,0
TX0001617,cust_0580,2024-03-07T07:32:00,payment,grocery,1091.29,0
TX0001618,cust_0474,2024-05-19T08:39:00,payment,healthcare,225.88,0
TX0001619,cust_0308,2024-04-25T09:40:00,withdrawal,electronics,1266.96,0
TX0001620,cust_0209,2024-04-27T14:36:00,payment,travel,1269.72,0
TX0001621,cust_0165,2024-02-13T09:56:00,transfer,entertainment,388.39,0
TX0001622,cust_0117,2024-03-25T11:56:00,payment,travel,229.19,0
TX0001623,cust_0498,2024-06-13T20:52:00,withdrawal,healthcare,841.94,0
TX0001624,cust_0038,2024-02-17T00:57:00,payment,electronics,306.98,0
TX0001625,cust_0285,2024-06-24T10:50:00,payment,electronics,989.71,0
TX0001626,cust_0021,2024-04-19T12:25:00,purchase,travel,87.71,0
TX0001627,cust_0306,2024-06-12T06:03:00,purchase,entertainment,1301.42,0
TX0001628,cust_0373,2024-06-20T16:44:00,purchase,entertainment,1009.15,0
TX0001629,cust_0742,2024-05-13T16:59:00,payment,utilities,1264.91,0
TX0001630,cust_0513,2024-06-21T21:11:00,withdrawal,utilities,1399.74,0
TX0001631,cust_0794,2024-02-13T08:10:00,payment,electronics,1397.68,0
TX0001632,cust_0615,2024-05-31T12:31:00,purchase,travel,187.8,0
TX0001633,cust_0599,2024-02-12T22:49:00,purchase,healthcare,1107.17,0
TX0001634,cust_0434,2024-06-25T13:39:00,payment,grocery,330.92,0
TX0001635,cust_0282,2024-01-11T04:20:00,payment,utilities,662.02,0
TX0001636,cust_0384,2024-03-18T03:31:00,payment,utilities,1050.93,0
TX0001637,cust_0487,2024-03-07T01:57:00,purchase,grocery,1025.69,0
TX0001638,cust_0487,2024-04-27T11:47:00,purchase,electronics,1074.93,0
TX0001639,cust_0621,2024-05-05T17:38:00,transfer,electronics,57.04,0
TX0001640,cust_0688,2024-04-26T07:36:00,withdrawal,travel,363.32,0
TX0001641,cust_0718,2024-04-07T09:03:00,purchase,electronics,547.47,0
TX0001642,cust_0243,2024-06-17T20:20:00,withdrawal,entertainment,1287.18,0
TX0001643,cust_0262,2024-02-24T03:27:00,purchase,grocery,454.83,0
TX0001644,cust_0216,2024-04-24T22:25:00,payment,entertainment,1289.83,0
TX0001645,cust_0325,2024-05-23T16:34:00,transfer,entertainment,1319.8,0
TX0001646,cust_0035,2024-03-26T18:13:00,payment,entertainment,414.68,0
TX0001647,cust_0755,2024-03-17T21:20:00,purchase,healthcare,622.38,0
TX0001648,cust_0103,2024-01-13T01:57:00,transfer,utilities,1237.48,0
TX0001649,cust_0361,2024-05-14T07:26:00,transfer,utilities,634.2,0
TX0001650,cust_0335,2024-04-26T18:12:00,payment,electronics,682.63,0
TX0001651,cust_0657,2024-01-25T18:35:00,withdrawal,healthcare,279.69,0
TX0001652,cust_0004,2024-04-14T19:44:00,transfer,travel,603.99,0
TX0001653,cust_0085,2024-06-25T12:31:00,payment,healthcare,170.69,0
TX0001654,cust_0787,2024-05-04T20:06:00,transfer,utilities,1246.78,0
TX0001655,cust_0421,2024-06-08T00:24:00,payment,entertainment,1190.0,0
TX0001656,cust_0753,2024-05-30T12:12:00,payment,utilities,204.6,0
TX0001657,cust_0336,2024-03-07T22:04:00,payment,entertainment,1200.3,0
TX0001658,cust_0187,2024-02-10T20:47:00,withdrawal,utilities,593.27,0
TX0001659,cust_0022,2024-04-21T09:52:00,purchase,healthcare,1422.42,0
TX0001660,cust_0642,2024-02-06T02:14:00,payment,entertainment,346.92,0
TX0001661,cust_0269,2024-04-22T12:06:00,payment,entertainment,1053.39,0
TX0001662,cust_0440,2024-01-31T23:16:00,payment,travel,902.59,0
TX0001663,cust_0581,2024-05-20T18:51:00,transfer,entertainment,180.44,0
TX0001664,cust_0465,2024-05-09T21:36:00,withdrawal,grocery,1241.75,0
TX0001665,cust_0209,2024-02-22T10:07:00,purchase,travel,289.86,0
TX0001666,cust_0765,2024-04-19T05:48:00,payment,grocery,743.78,0
TX0001667,cust_0221,2024-02-04T11:20:00,payment,healthcare,1492.84,0
TX0001668,cust_0419,2024-02-12T20:51:00,payment,travel,1189.73,0
TX0001669,cust_0633,2024-05-04T13:36:00,payment,utilities,679.21,0
TX0001670,cust_0663,2024-06-07T15:23:00,payment,grocery,689.96,0
TX0001671,cust_0332,2024-05-09T20:36:00,withdrawal,grocery,1461.73,0
TX0001672,cust_0393,2024-01-14T07:11:00,transfer,travel,1064.14,0
TX0001673,cust_0098,2024-03-26T17:32:00,payment,grocery,837.71,0
TX0001674,cust_0363,2024-05-09T04:08:00,purchase,utilities,1495.13,0
TX0001675,cust_0767,2024-04-22T19:19:00,payment,utilities,1215.73,0
TX0001676,cust_0391,2024-01-25T01:45:00,withdrawal,travel,457.25,0
TX0001677,cust_0573,2024-04-01T16:54:00,payment,grocery,66.48,0
TX0001678,cust_0505,2024-01-17T07:40:00,purchase,grocery,1395.84,0
TX0001679,cust_0325,2024-01-22T06:29:00,withdrawal,travel,1066.83,0
TX0001680,cust_0321,2024-05-16T03:17:00,payment,travel,71.02,0
TX0001681,cust_0370,2024-04-21T13:56:00,payment,travel,1389.72,0
TX0001682,cust_0780,2024-06-11T12:08:00,withdrawal,entertainment,1390.44,0
TX0001683,cust_0169,2024-04-11T03:46:00,purchase,grocery,476.74,0
TX0001684,cust_0674,2024-01-28T01:20:00,withdrawal,grocery,956.8,0
TX0001685,cust_0056,2024-01-30T18:34:00,payment,travel,348.64,0
TX0001686,cust_0723,2024-01-08T10:13:00,payment,entertainment,703.36,0
TX0001687,cust_0453,2024-03-24T07:58:00,transfer,entertainment,538.0,0
TX0001688,cust_0505,2024-01-23T12:15:00,transfer,grocery,173.17,0
TX0001689,cust_0358,2024-05-31T23:58:00,purchase,grocery,144.9,0
TX0001690,cust_0173,2024-06-11T04:22:00,purchase,utilities,1126.16,0
TX0001691,cust_0680,2024-04-05T18:11:00,withdrawal,electronics,880.59,0
TX0001692,cust_0786,2024-02-14T19:28:00,withdrawal,electronics,858.33,0
TX0001693,cust_0787,2024-01-05T17:25:00,payment,travel,749.68,0
TX0001694,cust_0292,2024-03-09T00:06:00,transfer,entertainment,1023.56,0
TX0001695,cust_0605,2024-01-28T23:51:00,payment,travel,3619.88,1
TX0001696,cust_0725,2024-04-18T04:07:00,withdrawal,travel,991.01,0
TX0001697,cust_0674,2024-04-23T07:09:00,purchase,healthcare,13.68,0
TX0001698,cust_0464,2024-06-14T02:12:00,transfer,healthcare,490.75,0
TX0001699,cust_0583,2024-02-21T12:14:00,purchase,healthcare,198.33,0
TX0001700,cust_0331,2024-06-22T06:54:00,transfer,utilities,1198.23,0
TX0001701,cust_0617,2024-02-13T16:55:00,withdrawal,grocery,575.18,0
TX0001702,cust_0409,2024-03-11T17:23:00,purchase,grocery,138.34,0
TX0001703,cust_0799,2024-01-29T01:25:00,transfer,healthcare,606.58,0
TX0001704,cust_0124,2024-05-26T19:00:00,purchase,healthcare,451.33,0
TX0001705,cust_0318,2024-05-01T03:42:00,transfer,travel,1356.08,0
TX0001706,cust_0099,2024-03-22T02:10:00,withdrawal,entertainment,1248.92,0
TX0001707,cust_0398,2024-01-17T10:11:00,withdrawal,entertainment,717.28,0
TX0001708,cust_0775,2024-03-20T00:38:00,withdrawal,grocery,636.69,0
TX0001709,cust_0646,2024-06-26T04:17:00,payment,travel,641.9,0
TX0001710,cust_0475,2024-01-29T05:30:00,transfer,healthcare,1016.28,0
TX0001711,cust_0508,2024-02-22T22:06:00,transfer,electronics,793.28,0
TX0001712,cust_0480,2024-02-24T16:26:00,purchase,entertainment,658.85,0
TX0001713,cust_0153,2024-06-02T04:44:00,transfer,travel,1476.36,0
TX0001714,cust_0255,2024-04-10T07:19:00,payment,electronics,787.02,0
TX0001715,cust_0079,2024-03-18T08:28:00,withdrawal,utilities,1376.37,0
TX0001716,cust_0423,2024-05-27T23:17:00,transfer,utilities,146.25,0
TX0001717,cust_0260,2024-01-03T23:04:00,withdrawal,utilities,536.41,0
TX0001718,cust_0117,2024-06-02T10:43:00,withdrawal,grocery,1112.07,0
TX0001719,cust_0403,2024-02-24T04:26:00,withdrawal,healthcare,72.66,0
TX0001720,cust_0322,2024-03-22T21:51:00,withdrawal,healthcare,882.88,0
TX0001721,cust_0639,2024-02-08T10:10:00,payment,grocery,1212.71,0
TX0001722,cust_0190,2024-06-07T16:08:00,purchase,travel,121.94,0
TX0001723,cust_0690,2024-03-12T21:29:00,withdrawal,electronics,163.96,0
TX0001724,cust_0120,2024-05-05T22:32:00,transfer,entertainment,24.89,0
TX0001725,cust_0415,2024-05-12T03:33:00,purchase,utilities,1303.83,0
TX0001726,cust_0499,2024-03-06T16:02:00,purchase,utilities,457.69,0
TX0001727,cust_0708,2024-05-26T11:31:00,transfer,entertainment,1012.34,0
TX0001728,cust_0310,2024-01-21T08:57:00,payment,grocery,136.01,0
TX0001729,cust_0017,2024-02-08T02:08:00,payment,electronics,1045.57,0
TX0001730,cust_0493,2024-06-02T07:08:00,transfer,entertainment,974.69,0
TX0001731,cust_0642,2024-02-24T18:43:00,withdrawal,electronics,1287.99,0
TX0001732,cust_0789,2024-01-22T04:48:00,withdrawal,electronics,697.82,0
TX0001733,cust_0171,2024-06-24T11:11:00,transfer,entertainment,1354.11,0
TX0001734,cust_0497,2024-02-14T04:03:00,purchase,utilities,709.88,0
TX0001735,cust_0207,2024-01-10T06:28:00,purchase,entertainment,445.77,0
TX0001736,cust_0342,2024-03-19T14:30:00,transfer,healthcare,16.77,0
TX0001737,cust_0426,2024-05-13T02:07:00,transfer,utilities,1273.68,0
TX0001738,cust_0568,2024-03-29T11:48:00,payment,entertainment,1498.54,0
TX0001739,cust_0526,2024-06-13T18:19:00,transfer,healthcare,888.6,0
TX0001740,cust_0500,2024-03-17T19:45:00,payment,electronics,351.7,0
TX0001741,cust_0591,2024-03-16T22:30:00,payment,healthcare,477.2,0
TX0001742,cust_0485,2024-03-04T03:02:00,transfer,healthcare,179.83,0
TX0001743,cust_0460,2024-05-12T04:51:00,payment,travel,2403.61,1
TX0001744,cust_0238,2024-03-02T17:46:00,withdrawal,healthcare,763.92,0
TX0001745,cust_0617,2024-01-24T21:02:00,transfer,entertainment,1280.91,0
TX0001746,cust_0741,2024-04-28T18:49:00,purchase,healthcare,1068.52,0
TX0001747,cust_0753,2024-04-23T04:52:00,withdrawal,grocery,543.58,0
TX0001748,cust_0213,2024-03-28T21:46:00,transfer,healthcare,427.27,0
TX0001749,cust_0133,2024-01-19T08:51:00,payment,entertainment,264.07,0
TX0001750,cust_0426,2024-02-08T03:01:00,withdrawal,grocery,1414.87,0
TX0001751,cust_0571,2024-03-05T23:56:00,payment,travel,75.34,0
TX0001752,cust_0694,2024-01-06T19:40:00,purchase,utilities,242.12,0
TX0001753,cust_0066,2024-01-22T23:17:00,payment,grocery,509.91,0
TX0001754,cust_0576,2024-05-22T21:13:00,payment,travel,340.02,0
TX0001755,cust_0364,2024-02-18T16:41:00,transfer,utilities,1155.21,0
TX0001756,cust_0155,2024-05-01T21:01:00,purchase,utilities,1280.85,0
TX0001757,cust_0107,2024-05-25T10:49:00,purchase,entertainment,1061.08,0
TX0001758,cust_0469,2024-05-22T07:05:00,transfer,electronics,1444.16,0
TX0001759,cust_0626,2024-05-29T22:24:00,purchase,electronics,916.44,0
TX0001760,cust_0576,2024-01-22T11:48:00,payment,healthcare,67.74,0
TX0001761,cust_0211,2024-05-08T22:00:00,payment,travel,1366.92,0
TX0001762,cust_0453,2024-01-29T02:07:00,withdrawal,electronics,1144.14,0
TX0001763,cust_0663,2024-06-03T11:34:00,purchase,electronics,548.79,0
TX0001764,cust_0207,2024-02-14T15:48:00,withdrawal,electronics,661.47,0
TX0001765,cust_0486,2024-02-18T10:14:00,withdrawal,electronics,515.27,0
TX0001766,cust_0382,2024-05-01T01:24:00,withdrawal,healthcare,1074.22,0
TX0001767,cust_0252,2024-05-23T07:23:00,transfer,entertainment,231.66,0
TX0001768,cust_0234,2024-06-12T11:42:00,withdrawal,entertainment,211.3,0
TX0001769,cust_0470,2024-03-06T20:36:00,withdrawal,healthcare,1428.0,0
TX0001770,cust_0031,2024-05-26T18:32:00,transfer,healthcare,666.66,0
TX0001771,cust_0072,2024-03-20T00:29:00,payment,grocery,131.74,0
TX0001772,cust_0063,2024-01-28T11:31:00,payment,healthcare,592.93,0
TX0001773,cust_0589,2024-05-25T11:11:00,transfer,healthcare,91.43,0
TX0001774,cust_0677,2024-03-14T04:22:00,purchase,entertainment,1314.34,0
TX0001775,cust_0698,2024-05-15T04:53:00,purchase,healthcare,1052.68,0
TX0001776,cust_0322,2024-06-12T21:04:00,payment,travel,1364.3,0
TX0001777,cust_0541,2024-03-22T05:25:00,payment,entertainment,917.55,0
TX0001778,cust_0660,2024-04-28T16:47:00,withdrawal,utilities,311.67,0
TX0001779,cust_0453,2024-03-14T15:18:00,purchase,healthcare,1047.72,0
TX0001780,cust_0795,2024-04-07T20:04:00,payment,electronics,299.96,0
TX0001781,cust_0343,2024-04-04T17:58:00,transfer,grocery,588.04,0
TX0001782,cust_0554,2024-02-26T20:15:00,payment,utilities,429.47,0
TX0001783,cust_0534,2024-01-06T01:51:00,transfer,electronics,514.36,0
TX0001784,cust_0553,2024-05-12T06:10:00,payment,travel,890.79,0
TX0001785,cust_0433,2024-06-02T04:56:00,payment,electronics,1480.5,0
TX0001786,cust_0643,2024-06-20T08:47:00,payment,healthcare,763.71,0
TX0001787,cust_0128,2024-03-23T11:49:00,withdrawal,electronics,675.86,0
TX0001788,cust_0242,2024-05-10T02:20:00,purchase,utilities,1209.05,0
TX0001789,cust_0643,2024-03-04T18:38:00,purchase,grocery,999.95,0
TX0001790,cust_0307,2024-04-14T06:27:00,transfer,healthcare,430.38,0
TX0001791,cust_0689,2024-02-15T01:55:00,withdrawal,healthcare,214.26,0
TX0001792,cust_0108,2024-03-23T16:54:00,withdrawal,travel,495.13,0
TX0001793,cust_0101,2024-01-15T22:01:00,withdrawal,entertainment,224.1,0
TX0001794,cust_0095,2024-02-09T02:24:00,purchase,entertainment,97.98,0
TX0001795,cust_0379,2024-04-04T11:18:00,withdrawal,utilities,1016.85,0
TX0001796,cust_0798,2024-04-25T20:44:00,payment,entertainment,595.2,0
TX0001797,cust_0434,2024-05-13T04:55:00,transfer,entertainment,1494.79,0
TX0001798,cust_0427,2024-03-29T05:58:00,payment,grocery,1236.6,0
TX0001799,cust_0729,2024-06-06T03:41:00,purchase,utilities,689.28,0
TX0001800,cust_0542,2024-01-06T22:27:00,payment,entertainment,181.5,0
TX0001801,cust_0765,2024-04-19T12:25:00,withdrawal,electronics,239.48,0
TX0001802,cust_0419,2024-01-08T07:59:00,withdrawal,travel,169.95,0
TX0001803,cust_0536,2024-02-25T04:57:00,withdrawal,travel,234.19,0
TX0001804,cust_0302,2024-05-22T16:26:00,transfer,grocery,731.46,0
TX0001805,cust_0604,2024-06-10T20:21:00,purchase,travel,635.53,0
TX0001806,cust_0188,2024-04-09T16:13:00,withdrawal,electronics,1229.59,0
TX0001807,cust_0358,2024-04-14T07:44:00,payment,entertainment,106.01,0
TX0001808,cust_0318,2024-03-27T12:18:00,purchase,entertainment,850.82,0
TX0001809,cust_0738,2024-04-01T21:20:00,payment,grocery,1251.36,0
TX0001810,cust_0652,2024-01-28T02:54:00,withdrawal,entertainment,694.1,0
TX0001811,cust_0746,2024-04-23T12:30:00,transfer,healthcare,491.2,0
TX0001812,cust_0420,2024-04-08T11:38:00,purchase,travel,583.92,0
TX0001813,cust_0047,2024-02-20T11:52:00,purchase,healthcare,1437.33,0
TX0001814,cust_0662,2024-04-14T03:05:00,payment,electronics,137.35,0
TX0001815,cust_0646,2024-04-27T10:44:00,transfer,utilities,1195.26,0
TX0001816,cust_0127,2024-04-08T15:18:00,payment,utilities,967.65,0
TX0001817,cust_0591,2024-02-04T11:28:00,purchase,utilities,1137.63,0
TX0001818,cust_0769,2024-04-29T19:57:00,purchase,electronics,716.37,0
TX0001819,cust_0545,2024-02-14T15:40:00,payment,grocery,273.72,0
TX0001820,cust_0723,2024-05-26T21:29:00,withdrawal,electronics,1259.18,0
TX0001821,cust_0547,2024-03-30T11:16:00,withdrawal,electronics,912.25,0
TX0001822,cust_0024,2024-06-05T11:51:00,payment,electronics,513.24,0
TX0001823,cust_0541,2024-06-27T08:45:00,payment,electronics,479.49,0
TX0001824,cust_0102,2024-02-16T12:32:00,payment,grocery,814.96,0
TX0001825,cust_0787,2024-05-03T12:53:00,payment,entertainment,138.99,0
TX0001826,cust_0174,2024-01-05T22:42:00,purchase,grocery,93.08,0
TX0001827,cust_0731,2024-01-26T22:25:00,withdrawal,travel,92.46,0
TX0001828,cust_0423,2024-01-10T10:39:00,payment,electronics,1340.05,0
TX0001829,cust_0208,2024-03-30T17:51:00,withdrawal,grocery,363.24,0
TX0001830,cust_0521,2024-02-19T00:32:00,withdrawal,electronics,1129.82,0
TX0001831,cust_0063,2024-03-29T03:22:00,withdrawal,electronics,480.91,0
TX0001832,cust_0030,2024-02-18T23:58:00,payment,electronics,614.2,0
TX0001833,cust_0568,2024-05-18T21:30:00,transfer,grocery,1445.39,0
TX0001834,cust_0569,2024-03-15T01:06:00,payment,utilities,979.07,0
TX0001835,cust_0457,2024-05-22T12:27:00,transfer,grocery,130.44,0
TX0001836,cust_0146,2024-04-07T20:31:00,purchase,grocery,563.09,0
TX0001837,cust_0434,2024-01-01T04:22:00,withdrawal,electronics,1442.22,0
TX0001838,cust_0476,2024-06-25T23:05:00,transfer,healthcare,1441.87,0
TX0001839,cust_0172,2024-02-19T18:04:00,purchase,entertainment,5.81,0
TX0001840,cust_0613,2024-06-02T08:40:00,transfer,travel,380.08,0
TX0001841,cust_0648,2024-01-09T06:43:00,purchase,travel,323.07,0
TX0001842,cust_0166,2024-01-17T07:58:00,withdrawal,travel,1110.08,0
TX0001843,cust_0405,2024-04-11T07:17:00,purchase,healthcare,1049.15,0
TX0001844,cust_0287,2024-06-23T07:01:00,payment,utilities,1318.03,0
TX0001845,cust_0326,2024-02-17T13:54:00,purchase,healthcare,1326.48,0
TX0001846,cust_0771,2024-06-27T22:53:00,payment,healthcare,1063.09,0
TX0001847,cust_0330,2024-02-29T19:03:00,withdrawal,utilities,515.74,0
TX0001848,cust_0017,2024-04-20T19:49:00,payment,electronics,1371.46,0
TX0001849,cust_0488,2024-03-16T05:08:00,payment,grocery,11.4,0
TX0001850,cust_0570,2024-04-07T23:07:00,transfer,entertainment,1343.43,0
TX0001851,cust_0084,2024-04-08T01:23:00,transfer,electronics,1182.02,0
