Time_ID,Timestamp,Date,Hour,Day_Of_Week,Month,Week_Number
2024042909,2024-04-29 09:00:00,2024-04-29,9,Monday,April,18
2024061411,2024-06-14 11:00:00,2024-06-14,11,Friday,June,24
2024010713,2024-01-07 13:00:00,2024-01-07,13,Sunday,January,1
2024012910,2024-01-29 10:00:00,2024-01-29,10,Monday,January,5
2024011009,2024-01-10 09:00:00,2024-01-10,9,Wednesday,January,2
2024052904,2024-05-29 04:00:00,2024-05-29,4,Wednesday,May,22
2024062707,2024-06-27 07:00:00,2024-06-27,7,Thursday,June,26
2024052520,2024-05-25 20:00:00,2024-05-25,20,Saturday,May,21
2024021309,2024-02-13 09:00:00,2024-02-13,9,Tuesday,February,7
2024022208,2024-02-22 08:00:00,2024-02-22,8,Thursday,February,8
2024060313,2024-06-03 13:00:00,2024-06-03,13,Monday,June,23
2024021413,2024-02-14 13:00:00,2024-02-14,13,Wednesday,February,7
2024011109,2024-01-11 09:00:00,2024-01-11,9,Thursday,January,2
2024050118,2024-05-01 18:00:00,2024-05-01,18,Wednesday,May,18
2024061719,2024-06-17 19:00:00,2024-06-17,19,Monday,June,25
2024012221,2024-01-22 21:00:00,2024-01-22,21,Monday,January,4
2024050700,2024-05-07 00:00:00,2024-05-07,0,Tuesday,May,19
2024060111,2024-06-01 11:00:00,2024-06-01,11,Saturday,June,22
2024032206,2024-03-22 06:00:00,2024-03-22,6,Friday,March,12
2024010807,2024-01-08 07:00:00,2024-01-08,7,Monday,January,2
2024032400,2024-03-24 00:00:00,2024-03-24,0,Sunday,March,12
2024020617,2024-02-06 17:00:00,2024-02-06,17,Tuesday,February,6
2024012317,2024-01-23 17:00:00,2024-01-23,17,Tuesday,January,4
2024040805,2024-04-08 05:00:00,2024-04-08,5,Monday,April,15
2024051514,2024-05-15 14:00:00,2024-05-15,14,Wednesday,May,20
2024040918,2024-04-09 18:00:00,2024-04-09,18,Tuesday,April,15
2024042415,2024-04-24 15:00:00,2024-04-24,15,Wednesday,April,17
2024032215,2024-03-22 15:00:00,2024-03-22,15,Friday,March,12
2024012905,2024-01-29 05:00:00,2024-01-29,5,Monday,January,5
2024052723,2024-05-27 23:00:00,2024-05-27,23,Monday,May,22
2024051316,2024-05-13 16:00:00,2024-05-13,16,Monday,May,20
2024011015,2024-01-10 15:00:00,2024-01-10,15,Wednesday,January,2
2024020503,2024-02-05 03:00:00,2024-02-05,3,Monday,February,6
2024010320,2024-01-03 20:00:00,2024-01-03,20,Wednesday,January,1
2024021906,2024-02-19 06:00:00,2024-02-19,6,Monday,February,8
2024011904,2024-01-19 04:00:00,2024-01-19,4,Friday,January,3
2024050904,2024-05-09 04:00:00,2024-05-09,4,Thursday,May,19
2024040501,2024-04-05 01:00:00,2024-04-05,1,Friday,April,14
2024062708,2024-06-27 08:00:00,2024-06-27,8,Thursday,June,26
2024051608,2024-05-16 08:00:00,2024-05-16,8,Thursday,May,20
2024042106,2024-04-21 06:00:00,2024-04-21,6,Sunday,April,16
2024040216,2024-04-02 16:00:00,2024-04-02,16,Tuesday,April,14
2024011022,2024-01-10 22:00:00,2024-01-10,22,Wednesday,January,2
2024011318,2024-01-13 18:00:00,2024-01-13,18,Saturday,January,2
2024010119,2024-01-01 19:00:00,2024-01-01,19,Monday,January,1
2024010816,2024-01-08 16:00:00,2024-01-08,16,Monday,January,2
2024020920,2024-02-09 20:00:00,2024-02-09,20,Friday,February,6
2024060921,2024-06-09 21:00:00,2024-06-09,21,Sunday,June,23
2024050902,2024-05-09 02:00:00,2024-05-09,2,Thursday,May,19
2024031521,2024-03-15 21:00:00,2024-03-15,21,Friday,March,11
2024020112,2024-02-01 12:00:00,2024-02-01,12,Thursday,February,5
2024030812,2024-03-08 12:00:00,2024-03-08,12,Friday,March,10
2024011716,2024-01-17 16:00:00,2024-01-17,16,Wednesday,January,3
2024020309,2024-02-03 09:00:00,2024-02-03,9,Saturday,February,5
2024041717,2024-04-17 17:00:00,2024-04-17,17,Wednesday,April,16
2024040819,2024-04-08 19:00:00,2024-04-08,19,Monday,April,15
2024021607,2024-02-16 07:00:00,2024-02-16,7,Friday,February,7
2024042519,2024-04-25 19:00:00,2024-04-25,19,Thursday,April,17
2024060719,2024-06-07 19:00:00,2024-06-07,19,Friday,June,23
2024012709,2024-01-27 09:00:00,2024-01-27,9,Saturday,January,4
2024021504,2024-02-15 04:00:00,2024-02-15,4,Thursday,February,7
2024040811,2024-04-08 11:00:00,2024-04-08,11,Monday,April,15
2024022419,2024-02-24 19:00:00,2024-02-24,19,Saturday,February,8
2024031703,2024-03-17 03:00:00,2024-03-17,3,Sunday,March,11
2024041504,2024-04-15 04:00:00,2024-04-15,4,Monday,April,16
2024040719,2024-04-07 19:00:00,2024-04-07,19,Sunday,April,14
2024021620,2024-02-16 20:00:00,2024-02-16,20,Friday,February,7
2024042803,2024-04-28 03:00:00,2024-04-28,3,Sunday,April,17
2024032113,2024-03-21 13:00:00,2024-03-21,13,Thursday,March,12
2024062003,2024-06-20 03:00:00,2024-06-20,3,Thursday,June,25
2024012917,2024-01-29 17:00:00,2024-01-29,17,Monday,January,5
2024012800,2024-01-28 00:00:00,2024-01-28,0,Sunday,January,4
2024032500,2024-03-25 00:00:00,2024-03-25,0,Monday,March,13
2024040211,2024-04-02 11:00:00,2024-04-02,11,Tuesday,April,14
2024050517,2024-05-05 17:00:00,2024-05-05,17,Sunday,May,18
2024061506,2024-06-15 06:00:00,2024-06-15,6,Saturday,June,24
2024032706,2024-03-27 06:00:00,2024-03-27,6,Wednesday,March,13
2024012216,2024-01-22 16:00:00,2024-01-22,16,Monday,January,4
2024062602,2024-06-26 02:00:00,2024-06-26,2,Wednesday,June,26
2024012509,2024-01-25 09:00:00,2024-01-25,9,Thursday,January,4
2024062111,2024-06-21 11:00:00,2024-06-21,11,Friday,June,25
2024022014,2024-02-20 14:00:00,2024-02-20,14,Tuesday,February,8
2024022510,2024-02-25 10:00:00,2024-02-25,10,Sunday,February,8
2024031820,2024-03-18 20:00:00,2024-03-18,20,Monday,March,12
2024052222,2024-05-22 22:00:00,2024-05-22,22,Wednesday,May,21
2024042104,2024-04-21 04:00:00,2024-04-21,4,Sunday,April,16
2024031322,2024-03-13 22:00:00,2024-03-13,22,Wednesday,March,11
2024062518,2024-06-25 18:00:00,2024-06-25,18,Tuesday,June,26
2024031522,2024-03-15 22:00:00,2024-03-15,22,Friday,March,11
2024031509,2024-03-15 09:00:00,2024-03-15,9,Friday,March,11
2024060120,2024-06-01 20:00:00,2024-06-01,20,Saturday,June,22
2024020914,2024-02-09 14:00:00,2024-02-09,14,Friday,February,6
2024041701,2024-04-17 01:00:00,2024-04-17,1,Wednesday,April,16
2024041911,2024-04-19 11:00:00,2024-04-19,11,Friday,April,16
2024061611,2024-06-16 11:00:00,2024-06-16,11,Sunday,June,24
2024032720,2024-03-27 20:00:00,2024-03-27,20,Wednesday,March,13
2024021101,2024-02-11 01:00:00,2024-02-11,1,Sunday,February,6
2024030420,2024-03-04 20:00:00,2024-03-04,20,Monday,March,10
2024041222,2024-04-12 22:00:00,2024-04-12,22,Friday,April,15
2024041707,2024-04-17 07:00:00,2024-04-17,7,Wednesday,April,16
2024050717,2024-05-07 17:00:00,2024-05-07,17,Tuesday,May,19
2024042721,2024-04-27 21:00:00,2024-04-27,21,Saturday,April,17
2024041620,2024-04-16 20:00:00,2024-04-16,20,Tuesday,April,16
2024042204,2024-04-22 04:00:00,2024-04-22,4,Monday,April,17
2024022712,2024-02-27 12:00:00,2024-02-27,12,Tuesday,February,9
2024021419,2024-02-14 19:00:00,2024-02-14,19,Wednesday,February,7
2024052306,2024-05-23 06:00:00,2024-05-23,6,Thursday,May,21
2024040922,2024-04-09 22:00:00,2024-04-09,22,Tuesday,April,15
2024020520,2024-02-05 20:00:00,2024-02-05,20,Monday,February,6
2024031912,2024-03-19 12:00:00,2024-03-19,12,Tuesday,March,12
2024040609,2024-04-06 09:00:00,2024-04-06,9,Saturday,April,14
2024042321,2024-04-23 21:00:00,2024-04-23,21,Tuesday,April,17
2024040518,2024-04-05 18:00:00,2024-04-05,18,Friday,April,14
2024030614,2024-03-06 14:00:00,2024-03-06,14,Wednesday,March,10
2024040307,2024-04-03 07:00:00,2024-04-03,7,Wednesday,April,14
2024051401,2024-05-14 01:00:00,2024-05-14,1,Tuesday,May,20
2024041114,2024-04-11 14:00:00,2024-04-11,14,Thursday,April,15
2024012408,2024-01-24 08:00:00,2024-01-24,8,Wednesday,January,4
2024061614,2024-06-16 14:00:00,2024-06-16,14,Sunday,June,24
2024060316,2024-06-03 16:00:00,2024-06-03,16,Monday,June,23
2024040115,2024-04-01 15:00:00,2024-04-01,15,Monday,April,14
2024051310,2024-05-13 10:00:00,2024-05-13,10,Monday,May,20
2024040416,2024-04-04 16:00:00,2024-04-04,16,Thursday,April,14
2024052513,2024-05-25 13:00:00,2024-05-25,13,Saturday,May,21
2024040411,2024-04-04 11:00:00,2024-04-04,11,Thursday,April,14
2024060108,2024-06-01 08:00:00,2024-06-01,8,Saturday,June,22
2024031020,2024-03-10 20:00:00,2024-03-10,20,Sunday,March,10
2024012201,2024-01-22 01:00:00,2024-01-22,1,Monday,January,4
2024011104,2024-01-11 04:00:00,2024-01-11,4,Thursday,January,2
2024011402,2024-01-14 02:00:00,2024-01-14,2,Sunday,January,2
2024060700,2024-06-07 00:00:00,2024-06-07,0,Friday,June,23
2024060204,2024-06-02 04:00:00,2024-06-02,4,Sunday,June,22
2024052913,2024-05-29 13:00:00,2024-05-29,13,Wednesday,May,22
2024011102,2024-01-11 02:00:00,2024-01-11,2,Thursday,January,2
2024011503,2024-01-15 03:00:00,2024-01-15,3,Monday,January,3
2024022101,2024-02-21 01:00:00,2024-02-21,1,Wednesday,February,8
2024032917,2024-03-29 17:00:00,2024-03-29,17,Friday,March,13
2024020111,2024-02-01 11:00:00,2024-02-01,11,Thursday,February,5
2024051223,2024-05-12 23:00:00,2024-05-12,23,Sunday,May,19
2024051503,2024-05-15 03:00:00,2024-05-15,3,Wednesday,May,20
2024061306,2024-06-13 06:00:00,2024-06-13,6,Thursday,June,24
2024010316,2024-01-03 16:00:00,2024-01-03,16,Wednesday,January,1
2024032010,2024-03-20 10:00:00,2024-03-20,10,Wednesday,March,12
2024053012,2024-05-30 12:00:00,2024-05-30,12,Thursday,May,22
2024050811,2024-05-08 11:00:00,2024-05-08,11,Wednesday,May,19
2024031613,2024-03-16 13:00:00,2024-03-16,13,Saturday,March,11
2024030817,2024-03-08 17:00:00,2024-03-08,17,Friday,March,10
2024021313,2024-02-13 13:00:00,2024-02-13,13,Tuesday,February,7
2024041907,2024-04-19 07:00:00,2024-04-19,7,Friday,April,16
2024050115,2024-05-01 15:00:00,2024-05-01,15,Wednesday,May,18
2024030709,2024-03-07 09:00:00,2024-03-07,9,Thursday,March,10
2024040107,2024-04-01 07:00:00,2024-04-01,7,Monday,April,14
2024062309,2024-06-23 09:00:00,2024-06-23,9,Sunday,June,25
2024011422,2024-01-14 22:00:00,2024-01-14,22,Sunday,January,2
2024063003,2024-06-30 03:00:00,2024-06-30,3,Sunday,June,26
2024032219,2024-03-22 19:00:00,2024-03-22,19,Friday,March,12
2024031805,2024-03-18 05:00:00,2024-03-18,5,Monday,March,12
2024022613,2024-02-26 13:00:00,2024-02-26,13,Monday,February,9
2024052005,2024-05-20 05:00:00,2024-05-20,5,Monday,May,21
2024050503,2024-05-05 03:00:00,2024-05-05,3,Sunday,May,18
2024012705,2024-01-27 05:00:00,2024-01-27,5,Saturday,January,4
2024050808,2024-05-08 08:00:00,2024-05-08,8,Wednesday,May,19
2024051700,2024-05-17 00:00:00,2024-05-17,0,Friday,May,20
2024031113,2024-03-11 13:00:00,2024-03-11,13,Monday,March,11
2024061710,2024-06-17 10:00:00,2024-06-17,10,Monday,June,25
2024042614,2024-04-26 14:00:00,2024-04-26,14,Friday,April,17
2024010222,2024-01-02 22:00:00,2024-01-02,22,Tuesday,January,1
2024050219,2024-05-02 19:00:00,2024-05-02,19,Thursday,May,18
2024020800,2024-02-08 00:00:00,2024-02-08,0,Thursday,February,6
2024051715,2024-05-17 15:00:00,2024-05-17,15,Friday,May,20
2024040513,2024-04-05 13:00:00,2024-04-05,13,Friday,April,14
2024013019,2024-01-30 19:00:00,2024-01-30,19,Tuesday,January,5
2024050911,2024-05-09 11:00:00,2024-05-09,11,Thursday,May,19
2024031700,2024-03-17 00:00:00,2024-03-17,0,Sunday,March,11
2024060104,2024-06-01 04:00:00,2024-06-01,4,Saturday,June,22
2024062823,2024-06-28 23:00:00,2024-06-28,23,Friday,June,26
2024062307,2024-06-23 07:00:00,2024-06-23,7,Sunday,June,25
2024041103,2024-04-11 03:00:00,2024-04-11,3,Thursday,April,15
2024020611,2024-02-06 11:00:00,2024-02-06,11,Tuesday,February,6
2024060116,2024-06-01 16:00:00,2024-06-01,16,Saturday,June,22
2024062904,2024-06-29 04:00:00,2024-06-29,4,Saturday,June,26
2024042810,2024-04-28 10:00:00,2024-04-28,10,Sunday,April,17
2024012618,2024-01-26 18:00:00,2024-01-26,18,Friday,January,4
2024040112,2024-04-01 12:00:00,2024-04-01,12,Monday,April,14
2024032213,2024-03-22 13:00:00,2024-03-22,13,Friday,March,12
2024060209,2024-06-02 09:00:00,2024-06-02,9,Sunday,June,22
2024031210,2024-03-12 10:00:00,2024-03-12,10,Tuesday,March,11
2024022918,2024-02-29 18:00:00,2024-02-29,18,Thursday,February,9
2024011513,2024-01-15 13:00:00,2024-01-15,13,Monday,January,3
2024060100,2024-06-01 00:00:00,2024-06-01,0,Saturday,June,22
2024051710,2024-05-17 10:00:00,2024-05-17,10,Friday,May,20
2024010812,2024-01-08 12:00:00,2024-01-08,12,Monday,January,2
2024032806,2024-03-28 06:00:00,2024-03-28,6,Thursday,March,13
2024032609,2024-03-26 09:00:00,2024-03-26,9,Tuesday,March,13
2024061604,2024-06-16 04:00:00,2024-06-16,4,Sunday,June,24
2024012809,2024-01-28 09:00:00,2024-01-28,9,Sunday,January,4
2024022517,2024-02-25 17:00:00,2024-02-25,17,Sunday,February,8
2024020222,2024-02-02 22:00:00,2024-02-02,22,Friday,February,5
2024021409,2024-02-14 09:00:00,2024-02-14,9,Wednesday,February,7
2024061401,2024-06-14 01:00:00,2024-06-14,1,Friday,June,24
2024062004,2024-06-20 04:00:00,2024-06-20,4,Thursday,June,25
2024010902,2024-01-09 02:00:00,2024-01-09,2,Tuesday,January,2
2024042500,2024-04-25 00:00:00,2024-04-25,0,Thursday,April,17
2024021208,2024-02-12 08:00:00,2024-02-12,8,Monday,February,7
2024020500,2024-02-05 00:00:00,2024-02-05,0,Monday,February,6
2024022303,2024-02-23 03:00:00,2024-02-23,3,Friday,February,8
2024020508,2024-02-05 08:00:00,2024-02-05,8,Monday,February,6
2024033004,2024-03-30 04:00:00,2024-03-30,4,Saturday,March,13
2024041617,2024-04-16 17:00:00,2024-04-16,17,Tuesday,April,16
2024033018,2024-03-30 18:00:00,2024-03-30,18,Saturday,March,13
2024011607,2024-01-16 07:00:00,2024-01-16,7,Tuesday,January,3
2024021822,2024-02-18 22:00:00,2024-02-18,22,Sunday,February,7
2024060122,2024-06-01 22:00:00,2024-06-01,22,Saturday,June,22
2024060409,2024-06-04 09:00:00,2024-06-04,9,Tuesday,June,23
2024042600,2024-04-26 00:00:00,2024-04-26,0,Friday,April,17
2024041104,2024-04-11 04:00:00,2024-04-11,4,Thursday,April,15
2024042802,2024-04-28 02:00:00,2024-04-28,2,Sunday,April,17
2024050122,2024-05-01 22:00:00,2024-05-01,22,Wednesday,May,18
2024052413,2024-05-24 13:00:00,2024-05-24,13,Friday,May,21
2024051819,2024-05-18 19:00:00,2024-05-18,19,Saturday,May,20
2024042116,2024-04-21 16:00:00,2024-04-21,16,Sunday,April,16
2024011113,2024-01-11 13:00:00,2024-01-11,13,Thursday,January,2
2024051121,2024-05-11 21:00:00,2024-05-11,21,Saturday,May,19
2024051507,2024-05-15 07:00:00,2024-05-15,7,Wednesday,May,20
2024040804,2024-04-08 04:00:00,2024-04-08,4,Monday,April,15
2024060908,2024-06-09 08:00:00,2024-06-09,8,Sunday,June,23
2024030214,2024-03-02 14:00:00,2024-03-02,14,Saturday,March,9
2024060215,2024-06-02 15:00:00,2024-06-02,15,Sunday,June,22
2024030105,2024-03-01 05:00:00,2024-03-01,5,Friday,March,9
2024032819,2024-03-28 19:00:00,2024-03-28,19,Thursday,March,13
2024040616,2024-04-06 16:00:00,2024-04-06,16,Saturday,April,14
2024050509,2024-05-05 09:00:00,2024-05-05,9,Sunday,May,18
2024060400,2024-06-04 00:00:00,2024-06-04,0,Tuesday,June,23
2024030807,2024-03-08 07:00:00,2024-03-08,7,Friday,March,10
2024040120,2024-04-01 20:00:00,2024-04-01,20,Monday,April,14
2024031909,2024-03-19 09:00:00,2024-03-19,9,Tuesday,March,12
2024061412,2024-06-14 12:00:00,2024-06-14,12,Friday,June,24
2024022511,2024-02-25 11:00:00,2024-02-25,11,Sunday,February,8
2024041619,2024-04-16 19:00:00,2024-04-16,19,Tuesday,April,16
2024012220,2024-01-22 20:00:00,2024-01-22,20,Monday,January,4
2024060317,2024-06-03 17:00:00,2024-06-03,17,Monday,June,23
2024031021,2024-03-10 21:00:00,2024-03-10,21,Sunday,March,10
2024030223,2024-03-02 23:00:00,2024-03-02,23,Saturday,March,9
2024041601,2024-04-16 01:00:00,2024-04-16,1,Tuesday,April,16
2024033118,2024-03-31 18:00:00,2024-03-31,18,Sunday,March,13
2024060307,2024-06-03 07:00:00,2024-06-03,7,Monday,June,23
2024040401,2024-04-04 01:00:00,2024-04-04,1,Thursday,April,14
2024012002,2024-01-20 02:00:00,2024-01-20,2,Saturday,January,3
2024010423,2024-01-04 23:00:00,2024-01-04,23,Thursday,January,1
2024031312,2024-03-13 12:00:00,2024-03-13,12,Wednesday,March,11
2024063015,2024-06-30 15:00:00,2024-06-30,15,Sunday,June,26
2024061522,2024-06-15 22:00:00,2024-06-15,22,Saturday,June,24
2024042410,2024-04-24 10:00:00,2024-04-24,10,Wednesday,April,17
2024042418,2024-04-24 18:00:00,2024-04-24,18,Wednesday,April,17
2024031205,2024-03-12 05:00:00,2024-03-12,5,Tuesday,March,11
2024020207,2024-02-02 07:00:00,2024-02-02,7,Friday,February,5
2024010213,2024-01-02 13:00:00,2024-01-02,13,Tuesday,January,1
2024030215,2024-03-02 15:00:00,2024-03-02,15,Saturday,March,9
2024022714,2024-02-27 14:00:00,2024-02-27,14,Tuesday,February,9
2024020420,2024-02-04 20:00:00,2024-02-04,20,Sunday,February,5
2024021703,2024-02-17 03:00:00,2024-02-17,3,Saturday,February,7
2024042014,2024-04-20 14:00:00,2024-04-20,14,Saturday,April,16
2024050516,2024-05-05 16:00:00,2024-05-05,16,Sunday,May,18
2024031711,2024-03-17 11:00:00,2024-03-17,11,Sunday,March,11
2024022523,2024-02-25 23:00:00,2024-02-25,23,Sunday,February,8
2024012621,2024-01-26 21:00:00,2024-01-26,21,Friday,January,4
2024041302,2024-04-13 02:00:00,2024-04-13,2,Saturday,April,15
2024010207,2024-01-02 07:00:00,2024-01-02,7,Tuesday,January,1
2024031614,2024-03-16 14:00:00,2024-03-16,14,Saturday,March,11
2024013123,2024-01-31 23:00:00,2024-01-31,23,Wednesday,January,5
2024050722,2024-05-07 22:00:00,2024-05-07,22,Tuesday,May,19
2024040516,2024-04-05 16:00:00,2024-04-05,16,Friday,April,14
2024042507,2024-04-25 07:00:00,2024-04-25,7,Thursday,April,17
2024050919,2024-05-09 19:00:00,2024-05-09,19,Thursday,May,19
2024062715,2024-06-27 15:00:00,2024-06-27,15,Thursday,June,26
2024052601,2024-05-26 01:00:00,2024-05-26,1,Sunday,May,21
2024042221,2024-04-22 21:00:00,2024-04-22,21,Monday,April,17
2024060822,2024-06-08 22:00:00,2024-06-08,22,Saturday,June,23
2024032721,2024-03-27 21:00:00,2024-03-27,21,Wednesday,March,13
2024062804,2024-06-28 04:00:00,2024-06-28,4,Friday,June,26
2024051813,2024-05-18 13:00:00,2024-05-18,13,Saturday,May,20
2024061308,2024-06-13 08:00:00,2024-06-13,8,Thursday,June,24
2024051103,2024-05-11 03:00:00,2024-05-11,3,Saturday,May,19
2024052207,2024-05-22 07:00:00,2024-05-22,7,Wednesday,May,21
2024032420,2024-03-24 20:00:00,2024-03-24,20,Sunday,March,12
2024060617,2024-06-06 17:00:00,2024-06-06,17,Thursday,June,23
2024011411,2024-01-14 11:00:00,2024-01-14,11,Sunday,January,2
2024012118,2024-01-21 18:00:00,2024-01-21,18,Sunday,January,3
2024040206,2024-04-02 06:00:00,2024-04-02,6,Tuesday,April,14
2024051306,2024-05-13 06:00:00,2024-05-13,6,Monday,May,20
2024052705,2024-05-27 05:00:00,2024-05-27,5,Monday,May,22
2024032101,2024-03-21 01:00:00,2024-03-21,1,Thursday,March,12
2024062322,2024-06-23 22:00:00,2024-06-23,22,Sunday,June,25
2024042900,2024-04-29 00:00:00,2024-04-29,0,Monday,April,18
2024062511,2024-06-25 11:00:00,2024-06-25,11,Tuesday,June,26
2024012012,2024-01-20 12:00:00,2024-01-20,12,Saturday,January,3
2024062803,2024-06-28 03:00:00,2024-06-28,3,Friday,June,26
2024012900,2024-01-29 00:00:00,2024-01-29,0,Monday,January,5
2024052911,2024-05-29 11:00:00,2024-05-29,11,Wednesday,May,22
2024051312,2024-05-13 12:00:00,2024-05-13,12,Monday,May,20
2024062513,2024-06-25 13:00:00,2024-06-25,13,Tuesday,June,26
2024051611,2024-05-16 11:00:00,2024-05-16,11,Thursday,May,20
2024042521,2024-04-25 21:00:00,2024-04-25,21,Thursday,April,17
2024030401,2024-03-04 01:00:00,2024-03-04,1,Monday,March,10
2024010120,2024-01-01 20:00:00,2024-01-01,20,Monday,January,1
2024022404,2024-02-24 04:00:00,2024-02-24,4,Saturday,February,8
2024010810,2024-01-08 10:00:00,2024-01-08,10,Monday,January,2
2024033002,2024-03-30 02:00:00,2024-03-30,2,Saturday,March,13
2024062807,2024-06-28 07:00:00,2024-06-28,7,Friday,June,26
2024060510,2024-06-05 10:00:00,2024-06-05,10,Wednesday,June,23
2024032514,2024-03-25 14:00:00,2024-03-25,14,Monday,March,13
2024022904,2024-02-29 04:00:00,2024-02-29,4,Thursday,February,9
2024062622,2024-06-26 22:00:00,2024-06-26,22,Wednesday,June,26
2024021400,2024-02-14 00:00:00,2024-02-14,0,Wednesday,February,7
2024052410,2024-05-24 10:00:00,2024-05-24,10,Friday,May,21
2024011610,2024-01-16 10:00:00,2024-01-16,10,Tuesday,January,3
2024021009,2024-02-10 09:00:00,2024-02-10,9,Saturday,February,6
2024041101,2024-04-11 01:00:00,2024-04-11,1,Thursday,April,15
2024021810,2024-02-18 10:00:00,2024-02-18,10,Sunday,February,7
2024032121,2024-03-21 21:00:00,2024-03-21,21,Thursday,March,12
2024010717,2024-01-07 17:00:00,2024-01-07,17,Sunday,January,1
2024011100,2024-01-11 00:00:00,2024-01-11,0,Thursday,January,2
2024030819,2024-03-08 19:00:00,2024-03-08,19,Friday,March,10
2024062210,2024-06-22 10:00:00,2024-06-22,10,Saturday,June,25
2024010920,2024-01-09 20:00:00,2024-01-09,20,Tuesday,January,2
2024030803,2024-03-08 03:00:00,2024-03-08,3,Friday,March,10
2024012021,2024-01-20 21:00:00,2024-01-20,21,Saturday,January,3
2024061812,2024-06-18 12:00:00,2024-06-18,12,Tuesday,June,25
2024050221,2024-05-02 21:00:00,2024-05-02,21,Thursday,May,18
2024051818,2024-05-18 18:00:00,2024-05-18,18,Saturday,May,20
2024050918,2024-05-09 18:00:00,2024-05-09,18,Thursday,May,19
2024042913,2024-04-29 13:00:00,2024-04-29,13,Monday,April,18
2024052018,2024-05-20 18:00:00,2024-05-20,18,Monday,May,21
2024010211,2024-01-02 11:00:00,2024-01-02,11,Tuesday,January,1
2024060611,2024-06-06 11:00:00,2024-06-06,11,Thursday,June,23
2024051414,2024-05-14 14:00:00,2024-05-14,14,Tuesday,May,20
2024051413,2024-05-14 13:00:00,2024-05-14,13,Tuesday,May,20
2024031011,2024-03-10 11:00:00,2024-03-10,11,Sunday,March,10
2024010921,2024-01-09 21:00:00,2024-01-09,21,Tuesday,January,2
2024061404,2024-06-14 04:00:00,2024-06-14,4,Friday,June,24
2024021216,2024-02-12 16:00:00,2024-02-12,16,Monday,February,7
2024021212,2024-02-12 12:00:00,2024-02-12,12,Monday,February,7
2024060503,2024-06-05 03:00:00,2024-06-05,3,Wednesday,June,23
2024032117,2024-03-21 17:00:00,2024-03-21,17,Thursday,March,12
2024062204,2024-06-22 04:00:00,2024-06-22,4,Saturday,June,25
2024040315,2024-04-03 15:00:00,2024-04-03,15,Wednesday,April,14
2024021720,2024-02-17 20:00:00,2024-02-17,20,Saturday,February,7
2024050305,2024-05-03 05:00:00,2024-05-03,5,Friday,May,18
2024010609,2024-01-06 09:00:00,2024-01-06,9,Saturday,January,1
2024051805,2024-05-18 05:00:00,2024-05-18,5,Saturday,May,20
2024031400,2024-03-14 00:00:00,2024-03-14,0,Thursday,March,11
2024050708,2024-05-07 08:00:00,2024-05-07,8,Tuesday,May,19
2024061123,2024-06-11 23:00:00,2024-06-11,23,Tuesday,June,24
2024042102,2024-04-21 02:00:00,2024-04-21,2,Sunday,April,16
2024050204,2024-05-02 04:00:00,2024-05-02,4,Thursday,May,18
2024021608,2024-02-16 08:00:00,2024-02-16,8,Friday,February,7
2024021305,2024-02-13 05:00:00,2024-02-13,5,Tuesday,February,7
2024031612,2024-03-16 12:00:00,2024-03-16,12,Saturday,March,11
2024060404,2024-06-04 04:00:00,2024-06-04,4,Tuesday,June,23
2024040509,2024-04-05 09:00:00,2024-04-05,9,Friday,April,14
2024030407,2024-03-04 07:00:00,2024-03-04,7,Monday,March,10
2024052120,2024-05-21 20:00:00,2024-05-21,20,Tuesday,May,21
2024022409,2024-02-24 09:00:00,2024-02-24,9,Saturday,February,8
2024041709,2024-04-17 09:00:00,2024-04-17,9,Wednesday,April,16
2024032216,2024-03-22 16:00:00,2024-03-22,16,Friday,March,12
2024031305,2024-03-13 05:00:00,2024-03-13,5,Wednesday,March,11
2024022000,2024-02-20 00:00:00,2024-02-20,0,Tuesday,February,8
2024041000,2024-04-10 00:00:00,2024-04-10,0,Wednesday,April,15
2024061007,2024-06-10 07:00:00,2024-06-10,7,Monday,June,24
2024060615,2024-06-06 15:00:00,2024-06-06,15,Thursday,June,23
2024020403,2024-02-04 03:00:00,2024-02-04,3,Sunday,February,5
2024030305,2024-03-03 05:00:00,2024-03-03,5,Sunday,March,9
2024032220,2024-03-22 20:00:00,2024-03-22,20,Friday,March,12
2024031807,2024-03-18 07:00:00,2024-03-18,7,Monday,March,12
2024040702,2024-04-07 02:00:00,2024-04-07,2,Sunday,April,14
2024063017,2024-06-30 17:00:00,2024-06-30,17,Sunday,June,26
2024042603,2024-04-26 03:00:00,2024-04-26,3,Friday,April,17
2024052101,2024-05-21 01:00:00,2024-05-21,1,Tuesday,May,21
2024031505,2024-03-15 05:00:00,2024-03-15,5,Friday,March,11
2024040704,2024-04-07 04:00:00,2024-04-07,4,Sunday,April,14
2024012521,2024-01-25 21:00:00,2024-01-25,21,Thursday,January,4
2024012217,2024-01-22 17:00:00,2024-01-22,17,Monday,January,4
2024041414,2024-04-14 14:00:00,2024-04-14,14,Sunday,April,15
2024020323,2024-02-03 23:00:00,2024-02-03,23,Saturday,February,5
2024063012,2024-06-30 12:00:00,2024-06-30,12,Sunday,June,26
2024050712,2024-05-07 12:00:00,2024-05-07,12,Tuesday,May,19
2024041807,2024-04-18 07:00:00,2024-04-18,7,Thursday,April,16
2024011123,2024-01-11 23:00:00,2024-01-11,23,Thursday,January,2
